item_id,item_type,condition,domain,difficulty,analysis_family,is_primary_estimand,attempt_order,intervention_mode,intervention_scope,direction_source_selector,direction_source_position,localized_target_selector,localized_target_position,applied_prompt_position_count,steer_generated,max_injection_fraction,requested_strength,effective_strength_after_cap,feature_label,feature_id,token_id,direction_sha256,layer,layer_selection_reason,raw_rank,word_filtered_rank,rank_policy,baseline_output_raw,baseline_output_normalized,intervened_output_raw,intervened_output_normalized,baseline_valid,intervened_valid,labels,expected_judgment,factual_correct,baseline_judgment_correct,intervened_judgment_correct,baseline_margin,intervened_margin,delta_margin,baseline_oriented_margin,intervened_oriented_margin,delta_oriented_margin,candidate_score_before,candidate_score_after,flipped,flip_effect,generated_positions_steered,duration_seconds
66,prospective,self,chemistry,easy,frozen_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,108,,,128,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_primary_layer,31,5,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,3.1249999552965164,-6.375000407693733,9.50000036299025,3.1249999552965164,-6.375000407693733,12.25,-28.25,False,no_flip,True,0.7373713850975037
66,prospective,self,chemistry,easy,frozen_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,108,,,128,True,1.0,1.8,1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_primary_layer,31,5,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,6.874999835621566,-2.625000527368684,9.50000036299025,6.874999835621566,-2.625000527368684,12.25,29.0,False,no_flip,True,0.7176375836133957
66,prospective,self,chemistry,easy,localized_control,False,3,single_position,one_selected_prompt_position,question_mark,108,question_mark,108,1,False,,-1.7,-1.7,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,localized_primary_layer_control,31,5,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,9.625000123050995,0.12499976006074576,9.50000036299025,9.625000123050995,0.12499976006074576,12.25,-28.875,False,no_flip,False,0.7162180878221989
66,prospective,self,chemistry,easy,localized_control,False,4,single_position,one_selected_prompt_position,question_mark,108,question_mark,108,1,False,,-1.8,-1.8,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,localized_primary_layer_control,31,5,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,9.750000360807462,0.24999999781721272,9.50000036299025,9.750000360807462,0.24999999781721272,12.25,-28.875,False,no_flip,False,0.7177472542971373
66,prospective,self,chemistry,easy,localized_control,False,5,single_position,one_selected_prompt_position,question_mark,108,question_mark,108,1,False,,1.8,1.8,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,localized_primary_layer_control,31,5,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,9.499999647327058,-7.156631909310818e-07,9.50000036299025,9.499999647327058,-7.156631909310818e-07,12.25,29.25,False,no_flip,False,0.7173546776175499
66,prospective,self,chemistry,easy,localized_control,False,6,single_position,one_selected_prompt_position,question_mark,108,meaningful_token_before_question_mark,107,1,False,,-1.7,-1.7,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,localized_primary_layer_control,121,90,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,9.624999885170837,0.12499952218058752,9.50000036299025,9.624999885170837,0.12499952218058752,8.9375,-28.5,False,no_flip,False,0.7148221135139465
66,prospective,self,chemistry,easy,localized_control,False,7,single_position,one_selected_prompt_position,question_mark,108,meaningful_token_before_question_mark,107,1,False,,-1.8,-1.8,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,localized_primary_layer_control,121,90,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,9.750000361447746,0.24999999845749699,9.50000036299025,9.750000361447746,0.24999999845749699,8.9375,-28.5,False,no_flip,False,0.712315259501338
66,prospective,self,chemistry,easy,localized_control,False,8,single_position,one_selected_prompt_position,question_mark,108,meaningful_token_before_question_mark,107,1,False,,1.8,1.8,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,localized_primary_layer_control,121,90,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,10.500000240095687,0.9999998771054379,9.50000036299025,10.500000240095687,0.9999998771054379,8.9375,29.5,False,no_flip,False,0.7122891079634428
66,prospective,self,chemistry,easy,adaptive_rescue,False,9,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,108,,,128,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,bef85d6a374ddac25e42b95f1b4bb9f8131e2f89e34fae731ce1a6093bff97d7,34,word_filtered_appearance_fallback,208,49,word_filtered_rank,PASS,PASS,Na,,True,False,PASS/FAIL,PASS,True,True,False,9.50000036299025,2.3125,-7.187500362990249,9.50000036299025,2.3125,-7.187500362990249,8.375,-18.25,False,no_flip,True,0.7136048562824726
66,prospective,self,chemistry,easy,adaptive_rescue,False,10,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,108,,,128,True,1.0,1.8,1.0,评价,vocab_token:97817,97817,bef85d6a374ddac25e42b95f1b4bb9f8131e2f89e34fae731ce1a6093bff97d7,34,word_filtered_appearance_fallback,208,49,word_filtered_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,9.50000036299025,10.281250417232513,0.781250054242264,9.50000036299025,10.281250417232513,0.781250054242264,8.375,19.125,False,no_flip,True,0.7157546151429415
