item_id,item_type,condition,domain,difficulty,analysis_family,is_primary_estimand,attempt_order,intervention_mode,intervention_scope,direction_source_selector,direction_source_position,localized_target_selector,localized_target_position,applied_prompt_position_count,steer_generated,max_injection_fraction,requested_strength,effective_strength_after_cap,feature_label,feature_id,token_id,direction_sha256,layer,layer_selection_reason,raw_rank,word_filtered_rank,rank_policy,baseline_output_raw,baseline_output_normalized,intervened_output_raw,intervened_output_normalized,baseline_valid,intervened_valid,labels,expected_judgment,factual_correct,baseline_judgment_correct,intervened_judgment_correct,baseline_margin,intervened_margin,delta_margin,baseline_oriented_margin,intervened_oriented_margin,delta_oriented_margin,candidate_score_before,candidate_score_after,flipped,flip_effect,generated_positions_steered,duration_seconds
0,calibration,self,physics,1,frozen_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_primary_layer,31,10,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,0.3930805218988098,-10.732266700972275,11.125347222871085,0.3930805218988098,-10.732266700972275,12.375,-28.25,False,no_flip,True,1.4087424352765083
0,calibration,self,physics,1,frozen_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,1.8,1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_primary_layer,31,10,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,9.851950095966458,-1.2733971269046265,11.125347222871085,9.851950095966458,-1.2733971269046265,12.375,28.875,False,no_flip,True,1.3885570392012596
0,calibration,self,physics,1,adaptive_rescue,False,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,73c683f129559da9c009e22ae409cac0b6d96ba20351cea4ec1fb27f162c843c,35,word_filtered_appearance_fallback,124,44,word_filtered_rank,CORRECT,CORRECT,"CORRET
",,True,False,CORRECT/INCORRECT,CORRECT,True,True,False,11.125347222871085,9.48745783790946,-1.6378893849616247,11.125347222871085,9.48745783790946,-1.6378893849616247,8.6875,-18.875,False,no_flip,True,1.3845016360282898
0,calibration,self,physics,1,adaptive_rescue,False,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,1.8,1.0,评价,vocab_token:97817,97817,73c683f129559da9c009e22ae409cac0b6d96ba20351cea4ec1fb27f162c843c,35,word_filtered_appearance_fallback,124,44,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,15.952431867830455,4.8270846449593705,11.125347222871085,15.952431867830455,4.8270846449593705,8.6875,19.375,False,no_flip,True,1.4002718217670918
0,calibration,self,physics,1,adaptive_rescue,False,5,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,40e9689ba1debf117f4edecea706fbb0f5cb6bcd4aace256cbb71af8539f1224,37,word_filtered_appearance_fallback,93,44,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,4.7667244779877365,-6.358622744883348,11.125347222871085,4.7667244779877365,-6.358622744883348,9.75,-21.625,False,no_flip,True,1.3843387253582478
0,calibration,self,physics,1,adaptive_rescue,False,6,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,1.8,1.0,评价,vocab_token:97817,97817,40e9689ba1debf117f4edecea706fbb0f5cb6bcd4aace256cbb71af8539f1224,37,word_filtered_appearance_fallback,93,44,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,5.246374552312773,-5.878972670558312,11.125347222871085,5.246374552312773,-5.878972670558312,9.75,22.625,False,no_flip,True,1.3802773337811232
0,calibration,self,physics,1,adaptive_rescue,False,7,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,alternate_candidate_preferred_layer,26,6,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,2.776273577086613,-8.349073645784472,11.125347222871085,2.776273577086613,-8.349073645784472,12.5625,-29.25,False,no_flip,True,1.393497433513403
0,calibration,self,physics,1,adaptive_rescue,False,8,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,1.8,1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,alternate_candidate_preferred_layer,26,6,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,13.90794544480741,2.7825982219363254,11.125347222871085,13.90794544480741,2.7825982219363254,12.5625,28.625,False,no_flip,True,1.3911410849541426
0,calibration,self,physics,1,adaptive_rescue,False,9,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,677f4db3e9b5283cb7888ea4477f7df9c3b4a1458022f85a542bbf93c88ca10a,34,word_filtered_appearance_fallback,153,45,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,11.316664522048086,0.19131729917700113,11.125347222871085,11.316664522048086,0.19131729917700113,8.3125,-18.625,False,no_flip,True,1.3880354035645723
0,calibration,self,physics,1,adaptive_rescue,False,10,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,100,True,1.0,1.8,1.0,评估,vocab_token:99973,99973,677f4db3e9b5283cb7888ea4477f7df9c3b4a1458022f85a542bbf93c88ca10a,34,word_filtered_appearance_fallback,153,45,word_filtered_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125347222871085,15.035673707723618,3.9103264848525328,11.125347222871085,15.035673707723618,3.9103264848525328,8.3125,18.25,False,no_flip,True,1.3777140472084284
