item_id,item_type,condition,domain,difficulty,analysis_family,is_primary_estimand,attempt_order,intervention_mode,intervention_scope,direction_source_selector,direction_source_position,localized_target_selector,localized_target_position,applied_prompt_position_count,steer_generated,max_injection_fraction,requested_strength,effective_strength_after_cap,feature_label,feature_id,token_id,direction_sha256,layer,layer_selection_reason,raw_rank,word_filtered_rank,rank_policy,baseline_output_raw,baseline_output_normalized,intervened_output_raw,intervened_output_normalized,baseline_valid,intervened_valid,labels,expected_judgment,factual_correct,baseline_judgment_correct,intervened_judgment_correct,baseline_margin,intervened_margin,delta_margin,baseline_oriented_margin,intervened_oriented_margin,delta_oriented_margin,candidate_score_before,candidate_score_after,flipped,flip_effect,generated_positions_steered,duration_seconds
0,calibration,self,physics,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,81,,,100,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,51,19,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125120193619978,2.5358199117918048,-8.589300281828173,11.125120193619978,2.5358199117918048,-8.589300281828173,11.1875,-29.75,False,no_flip,True,1.3125191684812307
0,calibration,other,physics,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,81,,,100,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.750137330415896,2.541664552534712,-7.208472777881184,9.750137330415896,2.541664552534712,-7.208472777881184,13.3125,-29.375,False,no_flip,True,1.292115181684494
0,calibration,self,physics,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,81,,,100,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,51,19,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125120193619978,2.6706826027020725,-8.454437590917905,11.125120193619978,2.6706826027020725,-8.454437590917905,11.1875,-29.75,False,no_flip,True,1.3015290331095457
0,calibration,other,physics,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,81,,,100,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.750137330415896,2.6666239431706344,-7.083513387245262,9.750137330415896,2.6666239431706344,-7.083513387245262,13.3125,-29.375,False,no_flip,True,1.2956689018756151
66,prospective,self,chemistry,easy,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,36,,,52,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,21,2,raw_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,12.250000238445864,2.3750000298023224,-9.875000208643542,12.250000238445864,2.3750000298023224,-9.875000208643542,13.0,-29.875,False,no_flip,True,0.696303216740489
66,prospective,other,chemistry,easy,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,36,,,52,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,49,15,raw_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,10.499999523613951,2.5624999403953552,-7.937499583218596,10.499999523613951,2.5624999403953552,-7.937499583218596,11.0625,-30.0,False,no_flip,True,0.6938612628728151
66,prospective,self,chemistry,easy,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,36,,,52,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,21,2,raw_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,12.250000238445864,2.2500000447034836,-10.00000019374238,12.250000238445864,2.2500000447034836,-10.00000019374238,13.0,-29.875,False,no_flip,True,0.6943774409592152
66,prospective,other,chemistry,easy,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,36,,,52,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,49,15,raw_rank,PASS,PASS,PASS,PASS,True,True,PASS/FAIL,PASS,True,True,True,10.499999523613951,2.5000000447034836,-7.999999478910468,10.499999523613951,2.5000000447034836,-7.999999478910468,11.0625,-30.125,False,no_flip,True,0.8469258267432451
73,prospective,self,neuroscience,hard,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,94,,,110,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,22,5,raw_rank,FAIL,FAIL,"FAIL

",FAIL,True,True,PASS/FAIL,FAIL,False,True,True,-2.1250000968575478,-0.375,1.7500000968575478,2.1250000968575478,0.375,-1.7500000968575478,12.0,-29.375,False,no_flip,True,0.7172576077282429
73,prospective,other,neuroscience,hard,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,94,,,110,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,78,22,raw_rank,FAIL,FAIL,"FAIL

",FAIL,True,True,PASS/FAIL,FAIL,False,True,True,-1.8749999105930328,-0.4999999403953552,1.3749999701976776,1.8749999105930328,0.4999999403953552,-1.3749999701976776,9.375,-30.0,False,no_flip,True,0.7156972438097
