item_id,phase,condition,branch,layer,token_id,score,raw_rank
1,pre_discovery_smoke,clean_preserved,correctness,36,97817,9.1875,111
1,pre_discovery_smoke,clean_preserved,correctness,36,99973,9.625,93
1,pre_discovery_smoke,clean_preserved,correctness,37,97817,10.3125,93
1,pre_discovery_smoke,clean_preserved,correctness,37,99973,10.8125,66
1,pre_discovery_smoke,clean_preserved,correctness,38,97817,11.625,44
1,pre_discovery_smoke,clean_preserved,correctness,38,99973,12.3125,34
1,pre_discovery_smoke,clean_preserved,correctness,39,97817,12.5625,32
1,pre_discovery_smoke,clean_preserved,correctness,39,99973,13.1875,20
1,pre_discovery_smoke,clean_preserved,correctness,40,97817,12.875,29
1,pre_discovery_smoke,clean_preserved,correctness,40,99973,13.6875,16
1,pre_discovery_smoke,clean_preserved,correctness,41,97817,14.5625,13
1,pre_discovery_smoke,clean_preserved,correctness,41,99973,15.1875,8
1,pre_discovery_smoke,clean_preserved,correctness,42,97817,15.0625,8
1,pre_discovery_smoke,clean_preserved,correctness,42,99973,15.5625,5
1,pre_discovery_smoke,clean_preserved,correctness,43,97817,15.0,5
1,pre_discovery_smoke,clean_preserved,correctness,43,99973,14.875,6
1,pre_discovery_smoke,clean_preserved,correctness,44,97817,15.3125,6
1,pre_discovery_smoke,clean_preserved,correctness,44,99973,14.5,7
1,pre_discovery_smoke,clean_preserved,confidence,36,97817,7.90625,211
1,pre_discovery_smoke,clean_preserved,confidence,36,99973,10.6875,35
1,pre_discovery_smoke,clean_preserved,confidence,37,97817,8.9375,136
1,pre_discovery_smoke,clean_preserved,confidence,37,99973,11.625,33
1,pre_discovery_smoke,clean_preserved,confidence,38,97817,9.375,117
1,pre_discovery_smoke,clean_preserved,confidence,38,99973,12.0,27
1,pre_discovery_smoke,clean_preserved,confidence,39,97817,9.1875,113
1,pre_discovery_smoke,clean_preserved,confidence,39,99973,11.5,26
1,pre_discovery_smoke,clean_preserved,confidence,40,97817,9.8125,89
1,pre_discovery_smoke,clean_preserved,confidence,40,99973,12.3125,24
1,pre_discovery_smoke,clean_preserved,confidence,41,97817,9.75,96
1,pre_discovery_smoke,clean_preserved,confidence,41,99973,12.3125,21
1,pre_discovery_smoke,clean_preserved,confidence,42,97817,9.875,80
1,pre_discovery_smoke,clean_preserved,confidence,42,99973,12.625,16
1,pre_discovery_smoke,clean_preserved,confidence,43,97817,10.25,45
1,pre_discovery_smoke,clean_preserved,confidence,43,99973,12.75,12
1,pre_discovery_smoke,clean_preserved,confidence,44,97817,10.4375,40
1,pre_discovery_smoke,clean_preserved,confidence,44,99973,12.75,13
1,pre_discovery_smoke,targeted_strong_preserved,correctness,36,97817,9.125,118
1,pre_discovery_smoke,targeted_strong_preserved,correctness,36,99973,9.5625,91
1,pre_discovery_smoke,targeted_strong_preserved,correctness,37,97817,10.25,94
1,pre_discovery_smoke,targeted_strong_preserved,correctness,37,99973,10.75,67
1,pre_discovery_smoke,targeted_strong_preserved,correctness,38,97817,11.5625,46
1,pre_discovery_smoke,targeted_strong_preserved,correctness,38,99973,12.3125,33
1,pre_discovery_smoke,targeted_strong_preserved,correctness,39,97817,12.625,30
1,pre_discovery_smoke,targeted_strong_preserved,correctness,39,99973,13.1875,18
1,pre_discovery_smoke,targeted_strong_preserved,correctness,40,97817,12.875,29
1,pre_discovery_smoke,targeted_strong_preserved,correctness,40,99973,13.6875,17
1,pre_discovery_smoke,targeted_strong_preserved,correctness,41,97817,14.75,12
1,pre_discovery_smoke,targeted_strong_preserved,correctness,41,99973,15.25,7
1,pre_discovery_smoke,targeted_strong_preserved,correctness,42,97817,15.1875,8
1,pre_discovery_smoke,targeted_strong_preserved,correctness,42,99973,15.625,6
1,pre_discovery_smoke,targeted_strong_preserved,correctness,43,97817,15.0625,5
1,pre_discovery_smoke,targeted_strong_preserved,correctness,43,99973,14.9375,6
1,pre_discovery_smoke,targeted_strong_preserved,correctness,44,97817,15.25,6
1,pre_discovery_smoke,targeted_strong_preserved,correctness,44,99973,14.4375,8
1,pre_discovery_smoke,targeted_strong_preserved,confidence,36,97817,7.875,213
1,pre_discovery_smoke,targeted_strong_preserved,confidence,36,99973,10.625,36
1,pre_discovery_smoke,targeted_strong_preserved,confidence,37,97817,8.9375,134
1,pre_discovery_smoke,targeted_strong_preserved,confidence,37,99973,11.625,33
1,pre_discovery_smoke,targeted_strong_preserved,confidence,38,97817,9.375,121
1,pre_discovery_smoke,targeted_strong_preserved,confidence,38,99973,12.0,27
1,pre_discovery_smoke,targeted_strong_preserved,confidence,39,97817,9.25,108
1,pre_discovery_smoke,targeted_strong_preserved,confidence,39,99973,11.5625,25
1,pre_discovery_smoke,targeted_strong_preserved,confidence,40,97817,9.8125,90
1,pre_discovery_smoke,targeted_strong_preserved,confidence,40,99973,12.3125,24
1,pre_discovery_smoke,targeted_strong_preserved,confidence,41,97817,9.8125,91
1,pre_discovery_smoke,targeted_strong_preserved,confidence,41,99973,12.375,20
1,pre_discovery_smoke,targeted_strong_preserved,confidence,42,97817,9.875,80
1,pre_discovery_smoke,targeted_strong_preserved,confidence,42,99973,12.6875,16
1,pre_discovery_smoke,targeted_strong_preserved,confidence,43,97817,10.25,45
1,pre_discovery_smoke,targeted_strong_preserved,confidence,43,99973,12.8125,12
1,pre_discovery_smoke,targeted_strong_preserved,confidence,44,97817,10.4375,41
1,pre_discovery_smoke,targeted_strong_preserved,confidence,44,99973,12.75,13
1,pre_discovery_smoke,random_strong_preserved,correctness,36,97817,9.1875,110
1,pre_discovery_smoke,random_strong_preserved,correctness,36,99973,9.625,93
1,pre_discovery_smoke,random_strong_preserved,correctness,37,97817,10.375,88
1,pre_discovery_smoke,random_strong_preserved,correctness,37,99973,10.8125,64
1,pre_discovery_smoke,random_strong_preserved,correctness,38,97817,11.6875,42
1,pre_discovery_smoke,random_strong_preserved,correctness,38,99973,12.375,33
1,pre_discovery_smoke,random_strong_preserved,correctness,39,97817,12.625,30
1,pre_discovery_smoke,random_strong_preserved,correctness,39,99973,13.25,18
1,pre_discovery_smoke,random_strong_preserved,correctness,40,97817,12.9375,28
1,pre_discovery_smoke,random_strong_preserved,correctness,40,99973,13.6875,16
1,pre_discovery_smoke,random_strong_preserved,correctness,41,97817,14.6875,13
1,pre_discovery_smoke,random_strong_preserved,correctness,41,99973,15.25,7
1,pre_discovery_smoke,random_strong_preserved,correctness,42,97817,15.125,8
1,pre_discovery_smoke,random_strong_preserved,correctness,42,99973,15.625,5
1,pre_discovery_smoke,random_strong_preserved,correctness,43,97817,14.9375,5
1,pre_discovery_smoke,random_strong_preserved,correctness,43,99973,14.875,6
1,pre_discovery_smoke,random_strong_preserved,correctness,44,97817,15.25,6
1,pre_discovery_smoke,random_strong_preserved,correctness,44,99973,14.4375,7
1,pre_discovery_smoke,random_strong_preserved,confidence,36,97817,7.90625,210
1,pre_discovery_smoke,random_strong_preserved,confidence,36,99973,10.6875,34
1,pre_discovery_smoke,random_strong_preserved,confidence,37,97817,8.9375,135
1,pre_discovery_smoke,random_strong_preserved,confidence,37,99973,11.625,32
1,pre_discovery_smoke,random_strong_preserved,confidence,38,97817,9.375,120
1,pre_discovery_smoke,random_strong_preserved,confidence,38,99973,12.0625,26
1,pre_discovery_smoke,random_strong_preserved,confidence,39,97817,9.25,105
1,pre_discovery_smoke,random_strong_preserved,confidence,39,99973,11.5625,25
1,pre_discovery_smoke,random_strong_preserved,confidence,40,97817,9.75,92
1,pre_discovery_smoke,random_strong_preserved,confidence,40,99973,12.25,24
1,pre_discovery_smoke,random_strong_preserved,confidence,41,97817,9.75,95
1,pre_discovery_smoke,random_strong_preserved,confidence,41,99973,12.3125,21
1,pre_discovery_smoke,random_strong_preserved,confidence,42,97817,9.8125,84
1,pre_discovery_smoke,random_strong_preserved,confidence,42,99973,12.625,16
1,pre_discovery_smoke,random_strong_preserved,confidence,43,97817,10.1875,46
1,pre_discovery_smoke,random_strong_preserved,confidence,43,99973,12.75,12
1,pre_discovery_smoke,random_strong_preserved,confidence,44,97817,10.5,39
1,pre_discovery_smoke,random_strong_preserved,confidence,44,99973,12.75,13
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,36,97817,9.375,110
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,36,99973,9.8125,87
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,37,97817,10.5625,80
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,37,99973,11.0,63
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,38,97817,11.8125,44
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,38,99973,12.5625,32
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,39,97817,12.75,30
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,39,99973,13.4375,16
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,40,97817,13.0625,28
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,40,99973,14.0,14
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,41,97817,14.75,11
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,41,99973,15.4375,7
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,42,97817,15.1875,8
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,42,99973,15.8125,6
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,43,97817,15.0625,6
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,43,99973,15.0625,6
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,44,97817,15.3125,6
1,pre_discovery_smoke,support_matched_alternative_preserved,correctness,44,99973,14.5,8
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,36,97817,7.9375,214
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,36,99973,10.6875,35
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,37,97817,9.0,134
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,37,99973,11.625,34
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,38,97817,9.375,123
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,38,99973,12.0,30
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,39,97817,9.3125,105
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,39,99973,11.625,26
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,40,97817,9.9375,82
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,40,99973,12.4375,24
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,41,97817,10.0,78
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,41,99973,12.5,18
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,42,97817,10.0625,77
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,42,99973,12.8125,16
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,43,97817,10.375,46
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,43,99973,12.875,11
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,44,97817,10.4375,43
1,pre_discovery_smoke,support_matched_alternative_preserved,confidence,44,99973,12.75,14
1,pre_discovery_smoke,targeted_strong_reset,correctness,36,97817,9.1875,111
1,pre_discovery_smoke,targeted_strong_reset,correctness,36,99973,9.625,93
1,pre_discovery_smoke,targeted_strong_reset,correctness,37,97817,10.3125,93
1,pre_discovery_smoke,targeted_strong_reset,correctness,37,99973,10.8125,66
1,pre_discovery_smoke,targeted_strong_reset,correctness,38,97817,11.625,44
1,pre_discovery_smoke,targeted_strong_reset,correctness,38,99973,12.3125,34
1,pre_discovery_smoke,targeted_strong_reset,correctness,39,97817,12.5625,32
1,pre_discovery_smoke,targeted_strong_reset,correctness,39,99973,13.1875,20
1,pre_discovery_smoke,targeted_strong_reset,correctness,40,97817,12.875,29
1,pre_discovery_smoke,targeted_strong_reset,correctness,40,99973,13.6875,16
1,pre_discovery_smoke,targeted_strong_reset,correctness,41,97817,14.5625,13
1,pre_discovery_smoke,targeted_strong_reset,correctness,41,99973,15.1875,8
1,pre_discovery_smoke,targeted_strong_reset,correctness,42,97817,15.0625,8
1,pre_discovery_smoke,targeted_strong_reset,correctness,42,99973,15.5625,5
1,pre_discovery_smoke,targeted_strong_reset,correctness,43,97817,15.0,5
1,pre_discovery_smoke,targeted_strong_reset,correctness,43,99973,14.875,6
1,pre_discovery_smoke,targeted_strong_reset,correctness,44,97817,15.3125,6
1,pre_discovery_smoke,targeted_strong_reset,correctness,44,99973,14.5,7
1,pre_discovery_smoke,targeted_strong_reset,confidence,36,97817,7.90625,211
1,pre_discovery_smoke,targeted_strong_reset,confidence,36,99973,10.6875,35
1,pre_discovery_smoke,targeted_strong_reset,confidence,37,97817,8.9375,136
1,pre_discovery_smoke,targeted_strong_reset,confidence,37,99973,11.625,33
1,pre_discovery_smoke,targeted_strong_reset,confidence,38,97817,9.375,117
1,pre_discovery_smoke,targeted_strong_reset,confidence,38,99973,12.0,27
1,pre_discovery_smoke,targeted_strong_reset,confidence,39,97817,9.1875,113
1,pre_discovery_smoke,targeted_strong_reset,confidence,39,99973,11.5,26
1,pre_discovery_smoke,targeted_strong_reset,confidence,40,97817,9.8125,89
1,pre_discovery_smoke,targeted_strong_reset,confidence,40,99973,12.3125,24
1,pre_discovery_smoke,targeted_strong_reset,confidence,41,97817,9.75,96
1,pre_discovery_smoke,targeted_strong_reset,confidence,41,99973,12.3125,21
1,pre_discovery_smoke,targeted_strong_reset,confidence,42,97817,9.875,80
1,pre_discovery_smoke,targeted_strong_reset,confidence,42,99973,12.625,16
1,pre_discovery_smoke,targeted_strong_reset,confidence,43,97817,10.25,45
1,pre_discovery_smoke,targeted_strong_reset,confidence,43,99973,12.75,12
1,pre_discovery_smoke,targeted_strong_reset,confidence,44,97817,10.4375,40
1,pre_discovery_smoke,targeted_strong_reset,confidence,44,99973,12.75,13
1,pre_discovery_smoke,clean_reset,correctness,36,97817,9.1875,111
1,pre_discovery_smoke,clean_reset,correctness,36,99973,9.625,93
1,pre_discovery_smoke,clean_reset,correctness,37,97817,10.3125,93
1,pre_discovery_smoke,clean_reset,correctness,37,99973,10.8125,66
1,pre_discovery_smoke,clean_reset,correctness,38,97817,11.625,44
1,pre_discovery_smoke,clean_reset,correctness,38,99973,12.3125,34
1,pre_discovery_smoke,clean_reset,correctness,39,97817,12.5625,32
1,pre_discovery_smoke,clean_reset,correctness,39,99973,13.1875,20
1,pre_discovery_smoke,clean_reset,correctness,40,97817,12.875,29
1,pre_discovery_smoke,clean_reset,correctness,40,99973,13.6875,16
1,pre_discovery_smoke,clean_reset,correctness,41,97817,14.5625,13
1,pre_discovery_smoke,clean_reset,correctness,41,99973,15.1875,8
1,pre_discovery_smoke,clean_reset,correctness,42,97817,15.0625,8
1,pre_discovery_smoke,clean_reset,correctness,42,99973,15.5625,5
1,pre_discovery_smoke,clean_reset,correctness,43,97817,15.0,5
1,pre_discovery_smoke,clean_reset,correctness,43,99973,14.875,6
1,pre_discovery_smoke,clean_reset,correctness,44,97817,15.3125,6
1,pre_discovery_smoke,clean_reset,correctness,44,99973,14.5,7
1,pre_discovery_smoke,clean_reset,confidence,36,97817,7.90625,211
1,pre_discovery_smoke,clean_reset,confidence,36,99973,10.6875,35
1,pre_discovery_smoke,clean_reset,confidence,37,97817,8.9375,136
1,pre_discovery_smoke,clean_reset,confidence,37,99973,11.625,33
1,pre_discovery_smoke,clean_reset,confidence,38,97817,9.375,117
1,pre_discovery_smoke,clean_reset,confidence,38,99973,12.0,27
1,pre_discovery_smoke,clean_reset,confidence,39,97817,9.1875,113
1,pre_discovery_smoke,clean_reset,confidence,39,99973,11.5,26
1,pre_discovery_smoke,clean_reset,confidence,40,97817,9.8125,89
1,pre_discovery_smoke,clean_reset,confidence,40,99973,12.3125,24
1,pre_discovery_smoke,clean_reset,confidence,41,97817,9.75,96
1,pre_discovery_smoke,clean_reset,confidence,41,99973,12.3125,21
1,pre_discovery_smoke,clean_reset,confidence,42,97817,9.875,80
1,pre_discovery_smoke,clean_reset,confidence,42,99973,12.625,16
1,pre_discovery_smoke,clean_reset,confidence,43,97817,10.25,45
1,pre_discovery_smoke,clean_reset,confidence,43,99973,12.75,12
1,pre_discovery_smoke,clean_reset,confidence,44,97817,10.4375,40
1,pre_discovery_smoke,clean_reset,confidence,44,99973,12.75,13
14,pre_discovery_smoke,clean_preserved,correctness,36,97817,9.1875,110
14,pre_discovery_smoke,clean_preserved,correctness,36,99973,9.75,85
14,pre_discovery_smoke,clean_preserved,correctness,37,97817,10.375,86
14,pre_discovery_smoke,clean_preserved,correctness,37,99973,11.0,60
14,pre_discovery_smoke,clean_preserved,correctness,38,97817,11.75,46
14,pre_discovery_smoke,clean_preserved,correctness,38,99973,12.6875,31
14,pre_discovery_smoke,clean_preserved,correctness,39,97817,12.875,30
14,pre_discovery_smoke,clean_preserved,correctness,39,99973,13.625,15
14,pre_discovery_smoke,clean_preserved,correctness,40,97817,13.1875,28
14,pre_discovery_smoke,clean_preserved,correctness,40,99973,14.0625,14
14,pre_discovery_smoke,clean_preserved,correctness,41,97817,14.875,12
14,pre_discovery_smoke,clean_preserved,correctness,41,99973,15.5,7
14,pre_discovery_smoke,clean_preserved,correctness,42,97817,15.1875,8
14,pre_discovery_smoke,clean_preserved,correctness,42,99973,15.8125,4
14,pre_discovery_smoke,clean_preserved,correctness,43,97817,15.0625,5
14,pre_discovery_smoke,clean_preserved,correctness,43,99973,15.0625,5
14,pre_discovery_smoke,clean_preserved,correctness,44,97817,15.125,6
14,pre_discovery_smoke,clean_preserved,correctness,44,99973,14.5,7
14,pre_discovery_smoke,clean_preserved,confidence,36,97817,7.90625,197
14,pre_discovery_smoke,clean_preserved,confidence,36,99973,10.8125,27
14,pre_discovery_smoke,clean_preserved,confidence,37,97817,8.9375,136
14,pre_discovery_smoke,clean_preserved,confidence,37,99973,11.6875,32
14,pre_discovery_smoke,clean_preserved,confidence,38,97817,9.375,115
14,pre_discovery_smoke,clean_preserved,confidence,38,99973,12.125,26
14,pre_discovery_smoke,clean_preserved,confidence,39,97817,9.25,100
14,pre_discovery_smoke,clean_preserved,confidence,39,99973,11.625,23
14,pre_discovery_smoke,clean_preserved,confidence,40,97817,9.75,86
14,pre_discovery_smoke,clean_preserved,confidence,40,99973,12.3125,22
14,pre_discovery_smoke,clean_preserved,confidence,41,97817,9.75,87
14,pre_discovery_smoke,clean_preserved,confidence,41,99973,12.3125,23
14,pre_discovery_smoke,clean_preserved,confidence,42,97817,9.875,78
14,pre_discovery_smoke,clean_preserved,confidence,42,99973,12.625,17
14,pre_discovery_smoke,clean_preserved,confidence,43,97817,10.25,43
14,pre_discovery_smoke,clean_preserved,confidence,43,99973,12.6875,13
14,pre_discovery_smoke,clean_preserved,confidence,44,97817,10.5,38
14,pre_discovery_smoke,clean_preserved,confidence,44,99973,12.6875,13
14,pre_discovery_smoke,targeted_strong_preserved,correctness,36,97817,9.1875,106
14,pre_discovery_smoke,targeted_strong_preserved,correctness,36,99973,9.75,83
14,pre_discovery_smoke,targeted_strong_preserved,correctness,37,97817,10.375,86
14,pre_discovery_smoke,targeted_strong_preserved,correctness,37,99973,11.0,58
14,pre_discovery_smoke,targeted_strong_preserved,correctness,38,97817,11.75,45
14,pre_discovery_smoke,targeted_strong_preserved,correctness,38,99973,12.6875,31
14,pre_discovery_smoke,targeted_strong_preserved,correctness,39,97817,12.875,27
14,pre_discovery_smoke,targeted_strong_preserved,correctness,39,99973,13.6875,15
14,pre_discovery_smoke,targeted_strong_preserved,correctness,40,97817,13.25,28
14,pre_discovery_smoke,targeted_strong_preserved,correctness,40,99973,14.125,13
14,pre_discovery_smoke,targeted_strong_preserved,correctness,41,97817,14.9375,14
14,pre_discovery_smoke,targeted_strong_preserved,correctness,41,99973,15.5,7
14,pre_discovery_smoke,targeted_strong_preserved,correctness,42,97817,15.25,8
14,pre_discovery_smoke,targeted_strong_preserved,correctness,42,99973,15.875,5
14,pre_discovery_smoke,targeted_strong_preserved,correctness,43,97817,15.0625,5
14,pre_discovery_smoke,targeted_strong_preserved,correctness,43,99973,15.0625,5
14,pre_discovery_smoke,targeted_strong_preserved,correctness,44,97817,15.0625,6
14,pre_discovery_smoke,targeted_strong_preserved,correctness,44,99973,14.5,8
14,pre_discovery_smoke,targeted_strong_preserved,confidence,36,97817,7.875,203
14,pre_discovery_smoke,targeted_strong_preserved,confidence,36,99973,10.8125,27
14,pre_discovery_smoke,targeted_strong_preserved,confidence,37,97817,8.9375,134
14,pre_discovery_smoke,targeted_strong_preserved,confidence,37,99973,11.6875,31
14,pre_discovery_smoke,targeted_strong_preserved,confidence,38,97817,9.375,119
14,pre_discovery_smoke,targeted_strong_preserved,confidence,38,99973,12.0625,26
14,pre_discovery_smoke,targeted_strong_preserved,confidence,39,97817,9.3125,97
14,pre_discovery_smoke,targeted_strong_preserved,confidence,39,99973,11.625,21
14,pre_discovery_smoke,targeted_strong_preserved,confidence,40,97817,9.75,87
14,pre_discovery_smoke,targeted_strong_preserved,confidence,40,99973,12.3125,22
14,pre_discovery_smoke,targeted_strong_preserved,confidence,41,97817,9.75,92
14,pre_discovery_smoke,targeted_strong_preserved,confidence,41,99973,12.3125,22
14,pre_discovery_smoke,targeted_strong_preserved,confidence,42,97817,9.875,79
14,pre_discovery_smoke,targeted_strong_preserved,confidence,42,99973,12.625,17
14,pre_discovery_smoke,targeted_strong_preserved,confidence,43,97817,10.1875,44
14,pre_discovery_smoke,targeted_strong_preserved,confidence,43,99973,12.6875,13
14,pre_discovery_smoke,targeted_strong_preserved,confidence,44,97817,10.4375,42
14,pre_discovery_smoke,targeted_strong_preserved,confidence,44,99973,12.625,13
14,pre_discovery_smoke,random_strong_preserved,correctness,36,97817,9.1875,110
14,pre_discovery_smoke,random_strong_preserved,correctness,36,99973,9.75,85
14,pre_discovery_smoke,random_strong_preserved,correctness,37,97817,10.375,87
14,pre_discovery_smoke,random_strong_preserved,correctness,37,99973,10.9375,63
14,pre_discovery_smoke,random_strong_preserved,correctness,38,97817,11.75,47
14,pre_discovery_smoke,random_strong_preserved,correctness,38,99973,12.6875,31
14,pre_discovery_smoke,random_strong_preserved,correctness,39,97817,12.8125,30
14,pre_discovery_smoke,random_strong_preserved,correctness,39,99973,13.5625,15
14,pre_discovery_smoke,random_strong_preserved,correctness,40,97817,13.125,28
14,pre_discovery_smoke,random_strong_preserved,correctness,40,99973,14.0,16
14,pre_discovery_smoke,random_strong_preserved,correctness,41,97817,14.8125,14
14,pre_discovery_smoke,random_strong_preserved,correctness,41,99973,15.4375,7
14,pre_discovery_smoke,random_strong_preserved,correctness,42,97817,15.125,8
14,pre_discovery_smoke,random_strong_preserved,correctness,42,99973,15.75,5
14,pre_discovery_smoke,random_strong_preserved,correctness,43,97817,15.0,5
14,pre_discovery_smoke,random_strong_preserved,correctness,43,99973,14.9375,6
14,pre_discovery_smoke,random_strong_preserved,correctness,44,97817,15.0625,6
14,pre_discovery_smoke,random_strong_preserved,correctness,44,99973,14.4375,7
14,pre_discovery_smoke,random_strong_preserved,confidence,36,97817,7.875,203
